End Time,Name,Device Action,Device Product,Device Vendor,Source Address,Source Port,Source Zone Name,Destination Address,Destination Port,Destination Zone Name
Jul 30 2013 15:32:41,Successful Configuration Change,,ArcSight,ArcSight,,,,104.12.13.109,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:32:50,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.14.102,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:32:50,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.14.102,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:32:50,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.14.102,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:32:50,Successful Configuration Change,,ArcSight,ArcSight,,,,104.12.14.102,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:33:00,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.103,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:33:00,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.103,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:33:00,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.103,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:33:00,Successful Configuration Change,,ArcSight,ArcSight,,,,104.12.15.103,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:33:06,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.118,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:33:16,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.112,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:33:26,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.114,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:33:31,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.13.103,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:33:31,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.13.103,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:33:31,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.13.103,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:33:31,Successful Configuration Change,,ArcSight,ArcSight,,,,104.12.13.103,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:33:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.115,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:39,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.105,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:39,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.105,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:39,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.105,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:39,Successful Configuration Change,,ArcSight,ArcSight,,,,104.12.15.105,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:42,Scan Timed Out,none,ePolicy Orchestrator,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:42,Suspicious Communication From Attacked Target,,ArcSight,ArcSight,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:42,[New Signature. Please run content update task.],,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:42,Suspicious Communication From Attacked Target,,ArcSight,ArcSight,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:46,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.13.106,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:46,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.13.106,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:46,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.13.106,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:46,Successful Configuration Change,,ArcSight,ArcSight,,,,104.12.13.106,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Access Protection - Prevent svchost executing non-Windows executables,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Suspicious Communication From Attacked Target,,ArcSight,ArcSight,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Threat:AGENT_INSTALL,,ePolicy Orchestrator,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Suspicious Communication From Attacked Target,,ArcSight,ArcSight,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Access Protection - Protect Internet Explorer favorites and settings,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Suspicious Communication From Attacked Target,,ArcSight,ArcSight,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Access Protection - Protect cached files from password and email address stealers,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Suspicious Communication From Attacked Target,,ArcSight,ArcSight,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:47,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:48,"Access Protection - Prevent installation of new CLSIDs, APPIDs and TYPELIBs",Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:48,Suspicious Process Invocation - Acrobat Reader,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:48,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:48,Access Protection - Prevent programs registering as a service,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:48,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:48,"Access Protection - Prevent installation of new CLSIDs, APPIDs and TYPELIBs",Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:48,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:48,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:48,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:48,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:48,Access Protection - Protect cached files from password and email address stealers,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:48,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:48,Access Protection - Prevent programs registering to autorun,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:58,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.109,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:58,MAC INFORMATION CHANGE,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.109,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:58,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.109,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:58,MAC INFORMATION CHANGE,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.109,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:58,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.109,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:58,MAC INFORMATION CHANGE,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.109,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:34:58,Successful Configuration Change,,ArcSight,ArcSight,,,,104.12.15.109,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:35:03,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.13.104,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:35:03,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.13.104,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:35:03,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.13.104,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:35:03,Successful Configuration Change,,ArcSight,ArcSight,,,,104.12.13.104,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:35:51,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.14.105,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:35:51,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.14.105,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:35:51,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.14.105,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:35:51,Successful Configuration Change,,ArcSight,ArcSight,,,,104.12.14.105,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:35:52,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:35:52,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:35:52,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:36:02,Access Protection - Prevent programs registering as a service,Permitted,Host Intrusion Prevention,McAfee,104.12.21.11,,100.0.0.0-107.255.255.255 (IANA),104.12.21.11,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:36:02,Access Protection - Prevent programs registering to autorun,Permitted,Host Intrusion Prevention,McAfee,104.12.21.11,,100.0.0.0-107.255.255.255 (IANA),104.12.21.11,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:36:26,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.114,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:37:06,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.110,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:37:06,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.110,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:38:06,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.116,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:38:07,Access Protection - Prevent programs registering as a service,Permitted,Host Intrusion Prevention,McAfee,104.12.21.10,,100.0.0.0-107.255.255.255 (IANA),104.12.21.10,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:38:07,Access Protection - Prevent programs registering to autorun,Permitted,Host Intrusion Prevention,McAfee,104.12.21.10,,100.0.0.0-107.255.255.255 (IANA),104.12.21.10,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:38:07,Access Protection - Prevent programs registering as a service,Permitted,Host Intrusion Prevention,McAfee,104.12.21.10,,100.0.0.0-107.255.255.255 (IANA),104.12.21.10,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:38:07,Access Protection - Prevent programs registering to autorun,Permitted,Host Intrusion Prevention,McAfee,104.12.21.10,,100.0.0.0-107.255.255.255 (IANA),104.12.21.10,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:38:26,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.117,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:38:26,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.117,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:40:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.112,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:40:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.112,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:40:57,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:41:56,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.114,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:42:04,NEW HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.37.50,,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:42:04,HOPS CHANGE,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.37.50,,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:42:04,Traffic To Dark Address Space,,ArcSight,ArcSight,,,,104.12.37.50,,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:42:04,Successful Configuration Change,,ArcSight,ArcSight,,,,104.12.37.50,,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:42:04,Traffic To Dark Address Space,,ArcSight,ArcSight,,,,104.12.37.50,,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:42:16,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.115,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:43:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.115,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:43:46,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.116,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:44:06,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.111,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:44:47,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:44:47,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:44:47,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:44:47,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:44:48,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:45:16,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.119,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:45:57,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:45:57,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:45:58,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:46:22,Access Protection - Prevent svchost executing non-Windows executables,Permitted,Host Intrusion Prevention,McAfee,104.12.11.102,,AFRICOM 104.12.11-15.0,104.12.11.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:22,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.102,,AFRICOM 104.12.11-15.0,104.12.11.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:22,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.102,,AFRICOM 104.12.11-15.0,104.12.11.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:22,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.102,,AFRICOM 104.12.11-15.0,104.12.11.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:22,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.102,,AFRICOM 104.12.11-15.0,104.12.11.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:23,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.102,,AFRICOM 104.12.11-15.0,104.12.11.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:23,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.102,,AFRICOM 104.12.11-15.0,104.12.11.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:23,Suspicious Process Invocation - Acrobat Reader,Permitted,Host Intrusion Prevention,McAfee,104.12.11.102,,AFRICOM 104.12.11-15.0,104.12.11.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:23,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.102,,AFRICOM 104.12.11-15.0,104.12.11.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:23,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.102,,AFRICOM 104.12.11-15.0,104.12.11.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:23,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.102,,AFRICOM 104.12.11-15.0,104.12.11.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:23,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.102,,AFRICOM 104.12.11-15.0,104.12.11.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:26,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.114,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.110,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.110,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,NEW HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.128,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.128,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.128,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.128,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.128,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.128,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.128,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.128,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.128,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,NEW HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.129,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.129,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.129,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.129,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,NEW HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.12.129,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,NEW HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.122,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,NEW HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.12.128,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,NEW HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.12.123,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.128,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.128,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.128,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:46:44,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.15.128,,AFRICOM 104.12.11-15.0
