Country Name,Country Code,Indicator Name,Indicator Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
St. Vincent and the Grenadines,VCT,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,
"Venezuela, RB",VEN,Income share held by lowest 20%,SI.DST.FRST.20,1.5,3.2,,,,,,,,,
British Virgin Islands,VGB,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,
Vietnam,VNM,Income share held by lowest 20%,SI.DST.FRST.20,,7.2,,7.4,,6.5,,7.1,,7.1,
Vanuatu,VUT,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,6.7,,,,,
World,WLD,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,
Samoa,WSM,Income share held by lowest 20%,SI.DST.FRST.20,,,,6.4,,,,,6.8,,
Kosovo,XKX,Income share held by lowest 20%,SI.DST.FRST.20,8.2,8.5,,,8,7.8,9,8.8,9.7,9.1,9.5
"Yemen, Rep.",YEM,Income share held by lowest 20%,SI.DST.FRST.20,7.9,,,,,,,,,7.3,
South Africa,ZAF,Income share held by lowest 20%,SI.DST.FRST.20,2.6,,,2.6,,2.5,,,,2.4,
Zambia,ZMB,Income share held by lowest 20%,SI.DST.FRST.20,,3.5,,,,3.8,,,,,2.9
Zimbabwe,ZWE,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,5.8,,,,
