Country Name,Country Code,Indicator Name,Indicator Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Malaysia,MYS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
North America,NAC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Namibia,NAM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,13.2,13,13,12.9,12.8,12.8,12.7,12.6,12.5,12.4,12.3
New Caledonia,NCL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Niger,NER,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3
Nigeria,NGA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
Nicaragua,NIC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Netherlands,NLD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Norway,NOR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Nepal,NPL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Nauru,NRU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
New Zealand,NZL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
OECD members,OED,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Oman,OMN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Other small states,OSS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,10.2179902419262,10.1152774625787,10.0769689756925,10.0150066338426,9.98730541761389,9.93942578274704,9.89145749778307,9.81554881517848,9.75926132186418,9.66983256233135,9.57978433854383
Pakistan,PAK,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Panama,PAN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Peru,PER,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Philippines,PHL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Palau,PLW,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Papua New Guinea,PNG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8
Poland,POL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Pre-demographic dividend,PRE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,3.05705055383828,2.99831152258958,2.95671778024074,2.92882846401625,2.90652598324156,2.87774558962042,2.86038706566074,2.83095093653446,2.80919251476968,2.77143904437455,2.73887962513652
Puerto Rico,PRI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Portugal,PRT,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Paraguay,PRY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
West Bank and Gaza,PSE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Pacific island small states,PSS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Post-demographic dividend,PST,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
French Polynesia,PYF,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Qatar,QAT,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Romania,ROU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Russian Federation,RUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Rwanda,RWA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,3.5,3.4,3.3,3.3,3.3,3.2,3.2,3.1,3.1,3,2.9
South Asia,SAS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Saudi Arabia,SAU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Sudan,SDN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Senegal,SEN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.7,0.7,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.4
Singapore,SGP,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3
Solomon Islands,SLB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Sierra Leone,SLE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
El Salvador,SLV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6
San Marino,SMR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Somalia,SOM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1
Serbia,SRB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sub-Saharan Africa (excluding high income),SSA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,4.43948034397409,4.36959536061296,4.32443077836243,4.29187684960244,4.26492251285293,4.23657256126933,4.20741641592199,4.17710919916169,4.13404240380556,4.08838931541827,4.02843787357158
South Sudan,SSD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
Sub-Saharan Africa,SSF,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,4.43308562642662,4.36370267878955,4.31895888946876,4.28660961697803,4.25985702448761,4.23171895103517,4.20276624542457,4.17266504103642,4.12982571059217,4.08439434937468,4.024670476981
Small states,SST,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,7.56944888763885,7.53156076607891,7.53610493920298,7.52439581565598,7.53674757753088,7.52652486438571,7.52055790694602,7.49513687557434,7.48007992143529,7.44522805051215,7.40520982132489
Sao Tome and Principe,STP,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Suriname,SUR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Slovak Republic,SVK,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Slovenia,SVN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Sweden,SWE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Eswatini,SWZ,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,25.2,25.8,26.3,26.7,27.2,27.6,28,28.3,28.6,28.9,28.9
Sint Maarten (Dutch part),SXM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Seychelles,SYC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Syrian Arab Republic,SYR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Turks and Caicos Islands,TCA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Chad,TCD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.6,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.4,1.4,1.4
East Asia & Pacific (IDA & IBRD countries),TEA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Togo,TGO,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,3.1,3,3,2.9,2.8,2.8,2.7,2.7,2.6,2.6,2.5
Thailand,THA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.6,1.6,1.6,1.5,1.5,1.5,1.4,1.4,1.4,1.3,1.3
Tajikistan,TJK,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
Turkmenistan,TKM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.517851677811018,0.51436093083868,0.508975825835143,0.514325891493636,0.521989753595992,0.516017012733602,0.511962756863253,0.519163511956104,0.516910329561434,0.523834021298278,0.518154255375904
Timor-Leste,TLS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Middle East & North Africa (IDA & IBRD countries),TMN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.106863864181766,0.106372180108424,0.105867652409238,0.105355262289934,0.105121287599849,0.104597621922805,0.106616543023416,0.106047240351655,0.105765410548308,0.105482646606891,0.105199185483017
Tonga,TON,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,4.43308562642662,4.36370267878955,4.31895888946876,4.28660961697803,4.25985702448761,4.23171895103517,4.20276624542457,4.17266504103642,4.12982571059217,4.08439434937468,4.024670476981
Trinidad and Tobago,TTO,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.1,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1,1,0.9
Tunisia,TUN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Turkey,TUR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Tuvalu,TUV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Tanzania,TZA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,5.4,5.3,5.2,5.2,5.2,5.1,5.1,5.1,5.1,5.1,5.1
Uganda,UGA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,7,7,6.9,6.9,6.9,6.8,6.8,6.7,6.6,6.5,6.4
Ukraine,UKR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Upper middle income,UMC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Uruguay,URY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
United States,USA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Uzbekistan,UZB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
St. Vincent and the Grenadines,VCT,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
"Venezuela, RB",VEN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7
British Virgin Islands,VGB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Vietnam,VNM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Vanuatu,VUT,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
World,WLD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Samoa,WSM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Kosovo,XKX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
"Yemen, Rep.",YEM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
South Africa,ZAF,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,16.4,16.8,17.1,17.5,17.9,18.2,18.5,18.8,19,19.2,19.3
Zambia,ZMB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,12.8,12.7,12.5,12.5,12.4,12.4,12.5,12.4,12.4,12.3,12.2
Zimbabwe,ZWE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,17.6,16.8,16.2,15.7,15.3,15.1,14.9,14.7,14.5,14.3,14.1
