Country Name,Country Code,Indicator Name,Indicator Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
West Bank and Gaza,PSE,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,59,58,56,53,50,45,42,40,36,37,32
Pacific island small states,PSS,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,107,102,99,94,91,87,84,81,78,77,74
Post-demographic dividend,PST,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,11,11,11,11,11,11,11,11,11,11,11
French Polynesia,PYF,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,,,,,,,,,,,
Qatar,QAT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,12,11,11,11,10,10,10,10,10,10,9
Romania,ROU,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,35,32,30,28,28,27,24,23,21,21,21
Russian Federation,RUS,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,42,36,32,30,27,25,23,22,20,19,18
Rwanda,RWA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,643,541,469,427,424,373,349,329,308,291,275
South Asia,SAS,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,309,293,278,263,249,235,222,210,199,190,179
Saudi Arabia,SAU,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,22,21,21,20,20,19,18,18,17,17,17
Sudan,SDN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,529,508,479,454,433,408,390,368,349,333,320
Senegal,SEN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,519,514,504,492,472,447,423,400,381,364,346
Singapore,SGP,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,13,13,12,11,10,10,10,10,9,8,9
Solomon Islands,SLB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,188,177,172,159,152,141,134,127,122,120,112
Sierra Leone,SLE,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,1760,1680,1610,1530,1450,1360,1270,1210,1180,1190,1180
El Salvador,SLV,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,62,60,58,57,57,54,53,52,50,49,48
San Marino,SMR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,,,,,,,,,,,
Somalia,SOM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,1040,1040,1030,1010,994,985,955,943,893,878,855
Serbia,SRB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,12,12,12,12,12,12,12,12,12,12,13
Sub-Saharan Africa (excluding high income),SSA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,747,713,685,665,646,627,610,596,582,571,557
South Sudan,SSD,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,1480,1410,1330,1250,1170,1100,1070,1050,1090,1140,1110
Sub-Saharan Africa,SSF,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,746,713,685,664,645,626,610,596,582,571,557
Small states,SST,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,351,334,320,308,300,293,287,282,276,273,268
Sao Tome and Principe,STP,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,163,158,154,150,145,140,137,134,132,131,130
Suriname,SUR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,164,165,167,169,159,148,139,134,129,124,122
Slovak Republic,SVK,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,7,6,7,6,6,6,6,6,6,5,6
Slovenia,SVN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,10,8,8,8,8,8,8,7,7,7,7
Sweden,SWE,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,5,5,5,5,5,4,5,5,5,5,4
Eswatini,SWZ,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,532,518,496,474,460,450,441,435,432,434,435
Sint Maarten (Dutch part),SXM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,,,,,,,,,,,
Seychelles,SYC,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,55,55,55,55,55,55,55,55,55,55,54
Syrian Arab Republic,SYR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,25,26,26,26,26,27,28,28,29,30,30
Turks and Caicos Islands,TCA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,,,,,,,,,,,
Chad,TCD,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,1330,1340,1300,1310,1270,1240,1210,1190,1170,1170,1160
East Asia & Pacific (IDA & IBRD countries),TEA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,106,103,99,98,94,91,88,85,82,79,77
Europe & Central Asia (IDA & IBRD countries),TEC,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,34,31,29,28,26,24,23,22,21,20,19
Togo,TGO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,492,482,480,473,458,440,422,410,404,401,398
Thailand,THA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,43,42,42,43,43,42,41,39,39,38,38
Tajikistan,TJK,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,32,29,27,26,26,23,22,21,20,19,18
Turkmenistan,TKM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,18,18,15,13,12,10,10,9,9,8,8
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,91,90,89,88,88,85,82,81,79,78,77
Timor-Leste,TLS,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,415,348,300,269,242,219,198,185,176,168,160
Middle East & North Africa (IDA & IBRD countries),TMN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,91,91,85,76,72,70,67,66,65,67,65
Tonga,TON,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,66,64,62,60,61,57,56,56,56,55,54
South Asia (IDA & IBRD),TSA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,309,293,278,263,249,235,222,210,199,190,179
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,746,713,685,664,645,626,610,596,582,571,557
Trinidad and Tobago,TTO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,76,73,65,72,74,71,72,71,70,69,68
Tunisia,TUN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,51,49,47,47,46,46,46,46,46,46,46
Turkey,TUR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,33,30,28,27,25,24,23,22,20,19,19
Tuvalu,TUV,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,,,,,,,,,,,
Tanzania,TZA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,721,703,685,666,656,644,628,615,593,574,556
Uganda,UGA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,491,473,465,455,442,430,419,412,401,394,387
Ukraine,UKR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,33,31,33,33,27,25,23,24,23,24,21
Upper middle income,UMC,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,83,82,80,77,74,71,68,66,64,62,61
Uruguay,URY,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,22,20,20,19,19,17,17,17,18,17,18
United States,USA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,13,14,14,14,15,15,15,16,16,16,18
Uzbekistan,UZB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,38,37,35,34,32,31,32,32,31,30,30
St. Vincent and the Grenadines,VCT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,59,62,67,70,67,63,64,71,73,69,64
"Venezuela, RB",VEN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,113,114,114,116,119,117,116,116,115,113,115
British Virgin Islands,VGB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,,,,,,,,,,,
Vietnam,VNM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,54,51,49,49,48,47,47,46,46,45,45
Vanuatu,VUT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,113,108,103,99,96,92,88,85,82,80,76
World,WLD,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,296,284,274,265,257,248,241,234,229,224,219
Samoa,WSM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,72,66,62,60,58,58,54,52,48,47,45
Kosovo,XKX,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,,,,,,,,,,,
"Yemen, Rep.",YEM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,242,230,219,208,200,192,187,184,175,174,169
South Africa,ZAF,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,201,201,199,191,179,171,161,143,133,128,125
Zambia,ZMB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,421,406,387,356,329,305,283,267,254,242,232
Zimbabwe,ZWE,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,685,680,671,657,632,598,557,528,509,494,480
