Country Name,Country Code,Indicator Name,Indicator Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Papua New Guinea,PNG,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,38,,,,,,
Poland,POL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.9,0.6,0.4,0.2,0.3,0.3,0.3,0.2,0.4,0.3,0.4
Pre-demographic dividend,PRE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Puerto Rico,PRI,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Portugal,PRT,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.5,0.1,0.3,0.1,0.2,0.1,0.5,0.7,0.8,0.5,0.5
Paraguay,PRY,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,5.8,7.6,7.4,3.9,5.4,5.2,4.6,3.2,1.7,2.2,1.7
West Bank and Gaza,PSE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.7,0.3,1.5,,0.3,0.2,0.2,,,,
Pacific island small states,PSS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Post-demographic dividend,PST,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
French Polynesia,PYF,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Qatar,QAT,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Romania,ROU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,6.6,4.9,3.7,2.8,3.8,4.9,5.6,6,6.5,4.6
Russian Federation,RUS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.8,0.5,0.2,0.1,0.1,0.1,0,0,0,0,0
Rwanda,RWA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,69.1,,,,,63.2,,,57.9,,
South Asia,SAS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,34.9,33.7,31.8,30.6,29.5,25.9,20.9,19.2,17.1,15.2,
Saudi Arabia,SAU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Sudan,SDN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,15.7,,,,,12.2,
Senegal,SEN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,38.3,,,,,,38.5,,,,
Singapore,SGP,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Solomon Islands,SLB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,45.6,,,,,,,,25.1,,
Sierra Leone,SLE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,54.7,,,,
El Salvador,SLV,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,10.6,7.1,4.7,7,6.8,5.7,4.7,4.2,3.4,3.1,2
San Marino,SMR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Somalia,SOM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Serbia,SRB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,5.3,5.8,6.9,6.6
Sub-Saharan Africa (excluding high income),SSA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
South Sudan,SSD,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,44.7,,,,,,
Sub-Saharan Africa,SSF,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,52,50.8,50,49,48.9,47.5,45.3,43.7,43.2,42.1,41.8
Small states,SST,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Sao Tome and Principe,STP,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,34.6,,,,,
Suriname,SUR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Slovak Republic,SVK,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.2,0.2,0.3,0.4,0.4,0.5,0.4,0.3,0.3,0.6,0.7
Slovenia,SVN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.1,0.1,0,0,0,0,0,0,0,0,0
Sweden,SWE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,1,0.3,0.4,0.6,0.4,0.5,0.5,0.5,0.6,0.5,0.4
Eswatini,SWZ,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,43,,,,,,
Sint Maarten (Dutch part),SXM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Seychelles,SYC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,1.2,,
Syrian Arab Republic,SYR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Turks and Caicos Islands,TCA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Chad,TCD,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,38.1,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Togo,TGO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,56.5,,,,,55,,,,51.1
Thailand,THA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,0.7,0.3,0.1,0.2,0.1,0,0.1,0,0,0
Tajikistan,TJK,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,9.2,,4,,,,,,4.1
Turkmenistan,TKM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Timor-Leste,TLS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,37.4,,,,,,,22,
Middle East & North Africa (IDA & IBRD countries),TMN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Tonga,TON,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,1.1,,,,,,1
South Asia (IDA & IBRD),TSA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Trinidad and Tobago,TTO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Tunisia,TUN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,3.4,,,,,2,,,,,0.2
Turkey,TUR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,2.3,1.8,1.3,0.6,0.7,0.8,0.1,0.1,0.3,0.2,0.2
Tuvalu,TUV,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,3.3,,,,,
Tanzania,TZA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,60.3,,,,49.6,,,,
Uganda,UGA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,56.3,,,,44.5,,,35.7,,,
Ukraine,UKR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.2,0.1,0.1,0,0.1,0,0,0,0,0,0
Upper middle income,UMC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,13.6,13,11.6,10.9,9.7,8.4,6.4,5.4,2.8,2.4,2
Uruguay,URY,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.7,0.5,0.3,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.1
United States,USA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,1,,,1,,,1,,
Uzbekistan,UZB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
"Venezuela, RB",VEN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,19,10.3,,,,,,,,,
British Virgin Islands,VGB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Vietnam,VNM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,18.8,,14.1,,4,,2.7,,2.6,
Vanuatu,VUT,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,13.2,,,,,
World,WLD,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,20.9,20.3,19.1,18.4,17.6,16,13.8,12.9,11.3,10.7,10.1
Samoa,WSM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,0.6,,,,,1.1,,
Kosovo,XKX,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,3.5,3.6,,,3.2,2.5,1.7,0.6,0.3,1,0.7
"Yemen, Rep.",YEM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,9.4,,,,,,,,,18.3,
South Africa,ZAF,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,25.7,,,16.7,,16.2,,,,18.7,
Zambia,ZMB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,62.1,,,,65.8,,,,,58.7
Zimbabwe,ZWE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,21.4,,,,
